customer_id,credit_score,bureau_status
154143,850,GOOD
154144,699,REVIEW
154145,838,GOOD
154146,784,GOOD
154147,789,GOOD
154148,816,GOOD
154149,550,REVIEW
154150,637,REVIEW
154151,768,GOOD
154152,594,REVIEW
154153,630,REVIEW
154154,711,GOOD
154155,723,GOOD
154156,726,GOOD
154157,636,REVIEW
154158,609,REVIEW
154159,733,GOOD
154160,609,REVIEW
154161,553,REVIEW
154162,681,REVIEW
154163,797,GOOD
154164,814,GOOD
154165,554,REVIEW
154166,850,GOOD
154167,689,REVIEW
154168,636,REVIEW
154169,804,GOOD
154170,761,GOOD
154171,823,GOOD
154172,760,GOOD
154173,602,REVIEW
154174,779,GOOD
154175,715,GOOD
154176,786,GOOD
154177,848,GOOD
154178,742,GOOD
154179,671,REVIEW
154180,777,GOOD
154181,732,GOOD
154182,794,GOOD
154183,679,REVIEW
154184,693,REVIEW
154185,695,REVIEW
154186,646,REVIEW
154187,726,GOOD
154188,655,REVIEW
154189,722,GOOD
154190,797,GOOD
154191,781,GOOD
154192,809,GOOD
154193,659,REVIEW
154194,806,GOOD
154195,740,GOOD
154196,789,GOOD
154197,809,GOOD
154198,807,GOOD
154199,747,GOOD
154200,818,GOOD
154201,773,GOOD
154202,657,REVIEW
154203,685,REVIEW
154204,735,GOOD
154205,777,GOOD
154206,758,GOOD
154207,726,GOOD
154208,808,GOOD
154209,811,GOOD
154210,773,GOOD
154211,784,GOOD
154212,812,GOOD
154213,816,GOOD
154214,756,GOOD
154215,553,REVIEW
154216,737,GOOD
154217,819,GOOD
154218,697,REVIEW
154219,737,GOOD
154220,826,GOOD
154221,768,GOOD
154222,693,REVIEW
154223,669,REVIEW
154224,697,REVIEW
154225,803,GOOD
154226,616,REVIEW
154227,845,GOOD
154228,778,GOOD
154229,664,REVIEW
154230,713,GOOD
154231,807,GOOD
154232,779,GOOD
154233,723,GOOD
154234,724,GOOD
154235,794,GOOD
154236,774,GOOD
154237,761,GOOD
154238,647,REVIEW
154239,696,REVIEW
154240,775,GOOD
154241,688,REVIEW
154242,696,REVIEW
154243,761,GOOD
154244,839,GOOD
154245,684,REVIEW
154246,647,REVIEW
154247,761,GOOD
154248,611,REVIEW
154249,670,REVIEW
154250,707,GOOD
154251,761,GOOD
154252,761,GOOD
154253,767,GOOD
154254,740,GOOD
154255,834,GOOD
154256,674,REVIEW
154257,726,GOOD
154258,820,GOOD
154259,686,REVIEW
154260,680,REVIEW
154261,672,REVIEW
154262,615,REVIEW
154263,817,GOOD
154264,779,GOOD
154265,739,GOOD
154266,791,GOOD
154267,648,REVIEW
154268,836,GOOD
154269,708,GOOD
154270,694,REVIEW
154271,724,GOOD
154272,788,GOOD
154273,675,REVIEW
154274,764,GOOD
154275,701,GOOD
154276,849,GOOD
154277,828,GOOD
154278,599,REVIEW
154279,841,GOOD
154280,784,GOOD
154281,781,GOOD
154282,766,GOOD
154283,730,GOOD
154284,800,GOOD
154285,777,GOOD
154286,811,GOOD
154287,629,REVIEW
154288,642,REVIEW
154289,692,REVIEW
154290,599,REVIEW
154291,696,REVIEW
154292,608,REVIEW
154293,798,GOOD
154294,764,GOOD
154295,767,GOOD
154296,704,GOOD
154297,793,GOOD
154298,828,GOOD
154299,697,REVIEW
154300,787,GOOD
154301,727,GOOD
154302,801,GOOD
154303,704,GOOD
154304,821,GOOD
154305,841,GOOD
154306,719,GOOD
154307,736,GOOD
154308,749,GOOD
154309,733,GOOD
154310,662,REVIEW
154311,813,GOOD
154312,693,REVIEW
154313,729,GOOD
154314,769,GOOD
154315,848,GOOD
154316,796,GOOD
154317,737,GOOD
154318,696,REVIEW
154319,693,REVIEW
154320,751,GOOD
154321,660,REVIEW
154322,598,REVIEW
154323,832,GOOD
154324,829,GOOD
154325,633,REVIEW
154326,619,REVIEW
154327,835,GOOD
154328,846,GOOD
154329,589,REVIEW
154330,823,GOOD
154331,583,REVIEW
154332,818,GOOD
154333,828,GOOD
154334,755,GOOD
154335,581,REVIEW
154336,709,GOOD
154337,715,GOOD
154338,737,GOOD
154339,803,GOOD
154340,758,GOOD
154341,848,GOOD
154342,766,GOOD
154343,781,GOOD
154344,652,REVIEW
154345,645,REVIEW
154346,829,GOOD
154347,779,GOOD
154348,756,GOOD
154349,806,GOOD
154350,608,REVIEW
154351,772,GOOD
154352,644,REVIEW
154353,598,REVIEW
154354,771,GOOD
154355,757,GOOD
154356,777,GOOD
154357,843,GOOD
154358,694,REVIEW
154359,810,GOOD
154360,622,REVIEW
154361,684,REVIEW
154362,834,GOOD
154363,766,GOOD
154364,757,GOOD
154365,659,REVIEW
154366,830,GOOD
154367,744,GOOD
154368,736,GOOD
154369,742,GOOD
154370,777,GOOD
154371,686,REVIEW
154372,571,REVIEW
154373,774,GOOD
154374,742,GOOD
154375,849,GOOD
154376,812,GOOD
154377,768,GOOD
154378,817,GOOD
154379,836,GOOD
154380,805,GOOD
154381,848,GOOD
154382,830,GOOD
154383,799,GOOD
154384,752,GOOD
154385,578,REVIEW
154386,659,REVIEW
154387,688,REVIEW
154388,695,REVIEW
154389,817,GOOD
154390,640,REVIEW
154391,701,GOOD
154392,787,GOOD
154393,758,GOOD
154394,711,GOOD
154395,705,GOOD
154396,622,REVIEW
154397,772,GOOD
154398,770,GOOD
154399,803,GOOD
154400,698,REVIEW
154401,647,REVIEW
154402,765,GOOD
154403,736,GOOD
154404,607,REVIEW
154405,656,REVIEW
154406,708,GOOD
154407,775,GOOD
154408,667,REVIEW
154409,800,GOOD
154410,597,REVIEW
154411,697,REVIEW
154412,768,GOOD
154413,741,GOOD
154414,844,GOOD
154415,605,REVIEW
154416,611,REVIEW
154417,741,GOOD
154418,844,GOOD
154419,773,GOOD
154420,636,REVIEW
154421,649,REVIEW
154422,666,REVIEW
154423,722,GOOD
154424,813,GOOD
154425,701,GOOD
154426,743,GOOD
154427,825,GOOD
154428,564,REVIEW
154429,807,GOOD
154430,821,GOOD
154431,754,GOOD
154432,751,GOOD
154433,813,GOOD
154434,663,REVIEW
154435,761,GOOD
154436,778,GOOD
154437,690,REVIEW
154438,791,GOOD
154439,552,REVIEW
154440,726,GOOD
154441,621,REVIEW
154442,555,REVIEW
154443,802,GOOD
154444,830,GOOD
154445,750,GOOD
154446,762,GOOD
154447,746,GOOD
154448,685,REVIEW
154449,566,REVIEW
154450,846,GOOD
154451,724,GOOD
154452,798,GOOD
154453,789,GOOD
154454,769,GOOD
154455,829,GOOD
154456,763,GOOD
154457,681,REVIEW
154458,680,REVIEW
154459,785,GOOD
154460,701,GOOD
154461,773,GOOD
154462,649,REVIEW
154463,821,GOOD
154464,570,REVIEW
154465,805,GOOD
154466,745,GOOD
154467,831,GOOD
154468,677,REVIEW
154469,720,GOOD
154470,817,GOOD
154471,628,REVIEW
154472,735,GOOD
154473,822,GOOD
154474,597,REVIEW
154475,844,GOOD
154476,666,REVIEW
154477,752,GOOD
154478,554,REVIEW
154479,763,GOOD
154480,846,GOOD
154481,734,GOOD
154482,798,GOOD
154483,729,GOOD
154484,684,REVIEW
154485,776,GOOD
154486,806,GOOD
154487,837,GOOD
154488,730,GOOD
154489,685,REVIEW
154490,764,GOOD
154491,846,GOOD
154492,696,REVIEW
154493,820,GOOD
154494,840,GOOD
154495,695,REVIEW
154496,730,GOOD
154497,693,REVIEW
154498,788,GOOD
154499,751,GOOD
154500,726,GOOD
154501,738,GOOD
154502,713,GOOD
154503,801,GOOD
154504,639,REVIEW
154505,786,GOOD
154506,744,GOOD
154507,660,REVIEW
154508,720,GOOD
154509,612,REVIEW
154510,579,REVIEW
154511,818,GOOD
154512,726,GOOD
154513,810,GOOD
154514,729,GOOD
154515,781,GOOD
154516,846,GOOD
154517,832,GOOD
154518,787,GOOD
154519,839,GOOD
154520,787,GOOD
154521,703,GOOD
154522,649,REVIEW
154523,765,GOOD
154524,650,REVIEW
154525,557,REVIEW
154526,620,REVIEW
154527,689,REVIEW
154528,629,REVIEW
154529,837,GOOD
154530,642,REVIEW
154531,709,GOOD
154532,731,GOOD
154533,786,GOOD
154534,836,GOOD
154535,844,GOOD
154536,726,GOOD
154537,671,REVIEW
154538,669,REVIEW
154539,566,REVIEW
154540,850,GOOD
154541,699,REVIEW
154542,797,GOOD
154543,666,REVIEW
154544,735,GOOD
154545,737,GOOD
154546,811,GOOD
154547,594,REVIEW
154548,820,GOOD
154549,849,GOOD
154550,557,REVIEW
154551,611,REVIEW
154552,774,GOOD
154553,683,REVIEW
154554,833,GOOD
154555,614,REVIEW
154556,755,GOOD
154557,818,GOOD
154558,581,REVIEW
154559,559,REVIEW
154560,729,GOOD
154561,590,REVIEW
154562,834,GOOD
154563,740,GOOD
154564,622,REVIEW
154565,721,GOOD
154566,767,GOOD
154567,567,REVIEW
154568,688,REVIEW
154569,824,GOOD
154570,687,REVIEW
154571,829,GOOD
154572,744,GOOD
154573,737,GOOD
154574,771,GOOD
154575,773,GOOD
154576,687,REVIEW
154577,626,REVIEW
154578,698,REVIEW
154579,759,GOOD
154580,819,GOOD
154581,605,REVIEW
154582,761,GOOD
154583,558,REVIEW
154584,750,GOOD
154585,707,GOOD
154586,793,GOOD
154587,753,GOOD
154588,783,GOOD
154589,766,GOOD
154590,598,REVIEW
154591,711,GOOD
154592,701,GOOD
154593,684,REVIEW
154594,842,GOOD
154595,559,REVIEW
154596,843,GOOD
154597,773,GOOD
154598,725,GOOD
154599,574,REVIEW
154600,574,REVIEW
154601,588,REVIEW
154602,715,GOOD
154603,747,GOOD
154604,651,REVIEW
154605,692,REVIEW
154606,760,GOOD
154607,835,GOOD
154608,772,GOOD
154609,782,GOOD
154610,728,GOOD
154611,802,GOOD
154612,803,GOOD
154613,839,GOOD
154614,832,GOOD
154615,702,GOOD
154616,715,GOOD
154617,827,GOOD
154618,691,REVIEW
154619,606,REVIEW
154620,795,GOOD
154621,782,GOOD
154622,742,GOOD
154623,807,GOOD
154624,735,GOOD
154625,813,GOOD
154626,630,REVIEW
154627,703,GOOD
154628,833,GOOD
154629,810,GOOD
154630,713,GOOD
154631,736,GOOD
154632,810,GOOD
154633,698,REVIEW
154634,729,GOOD
154635,783,GOOD
154636,636,REVIEW
154637,770,GOOD
154638,637,REVIEW
154639,680,REVIEW
154640,761,GOOD
154641,817,GOOD
154642,638,REVIEW
154643,745,GOOD
154644,732,GOOD
154645,768,GOOD
154646,846,GOOD
154647,802,GOOD
154648,570,REVIEW
154649,717,GOOD
154650,812,GOOD
154651,783,GOOD
154652,707,GOOD
154653,848,GOOD
154654,722,GOOD
154655,807,GOOD
154656,670,REVIEW
154657,840,GOOD
154658,763,GOOD
154659,658,REVIEW
154660,834,GOOD
154661,554,REVIEW
154662,734,GOOD
154663,712,GOOD
154664,609,REVIEW
154665,691,REVIEW
154666,808,GOOD
154667,726,GOOD
154668,574,REVIEW
154669,786,GOOD
154670,786,GOOD
154671,840,GOOD
154672,583,REVIEW
154673,846,GOOD
154674,694,REVIEW
154675,761,GOOD
154676,553,REVIEW
154677,715,GOOD
154678,826,GOOD
154679,799,GOOD
154680,644,REVIEW
154681,692,REVIEW
154682,762,GOOD
154683,729,GOOD
154684,599,REVIEW
154685,767,GOOD
154686,673,REVIEW
154687,850,GOOD
154688,770,GOOD
154689,798,GOOD
154690,767,GOOD
154691,835,GOOD
154692,670,REVIEW
154693,846,GOOD
154694,748,GOOD
154695,830,GOOD
154696,798,GOOD
154697,691,REVIEW
154698,630,REVIEW
154699,740,GOOD
154700,564,REVIEW
154701,809,GOOD
154702,760,GOOD
154703,724,GOOD
154704,819,GOOD
154705,849,GOOD
154706,702,GOOD
154707,687,REVIEW
154708,586,REVIEW
154709,827,GOOD
154710,765,GOOD
154711,756,GOOD
154712,669,REVIEW
154713,555,REVIEW
154714,575,REVIEW
154715,763,GOOD
154716,815,GOOD
154717,623,REVIEW
154718,850,GOOD
154719,829,GOOD
154720,668,REVIEW
154721,832,GOOD
154722,598,REVIEW
154723,576,REVIEW
154724,712,GOOD
154725,655,REVIEW
154726,796,GOOD
154727,849,GOOD
154728,805,GOOD
154729,847,GOOD
154730,840,GOOD
154731,818,GOOD
154732,563,REVIEW
154733,785,GOOD
154734,808,GOOD
154735,727,GOOD
154736,713,GOOD
154737,759,GOOD
154738,755,GOOD
154739,689,REVIEW
154740,713,GOOD
154741,719,GOOD
154742,723,GOOD
154743,768,GOOD
154744,802,GOOD
154745,616,REVIEW
154746,785,GOOD
154747,567,REVIEW
154748,828,GOOD
154749,567,REVIEW
154750,763,GOOD
154751,789,GOOD
154752,775,GOOD
154753,720,GOOD
154754,784,GOOD
154755,706,GOOD
154756,807,GOOD
154757,815,GOOD
154758,764,GOOD
154759,755,GOOD
154760,849,GOOD
154761,811,GOOD
154762,805,GOOD
154763,844,GOOD
154764,571,REVIEW
154765,735,GOOD
154766,669,REVIEW
154767,717,GOOD
154768,812,GOOD
154769,598,REVIEW
154770,688,REVIEW
154771,733,GOOD
154772,704,GOOD
154773,682,REVIEW
154774,775,GOOD
154775,703,GOOD
154776,611,REVIEW
154777,685,REVIEW
154778,659,REVIEW
154779,659,REVIEW
154780,707,GOOD
154781,647,REVIEW
154782,698,REVIEW
154783,768,GOOD
154784,786,GOOD
154785,786,GOOD
154786,833,GOOD
154787,769,GOOD
154788,726,GOOD
154789,728,GOOD
154790,781,GOOD
154791,554,REVIEW
154792,791,GOOD
154793,602,REVIEW
154794,788,GOOD
154795,768,GOOD
154796,785,GOOD
154797,769,GOOD
154798,810,GOOD
154799,682,REVIEW
154800,722,GOOD
154801,811,GOOD
154802,702,GOOD
154803,849,GOOD
154804,770,GOOD
154805,725,GOOD
154806,757,GOOD
154807,775,GOOD
154808,767,GOOD
154809,680,REVIEW
154810,590,REVIEW
154811,776,GOOD
154812,739,GOOD
154813,563,REVIEW
154814,666,REVIEW
154815,839,GOOD
154816,846,GOOD
154817,641,REVIEW
154818,613,REVIEW
154819,691,REVIEW
154820,638,REVIEW
154821,815,GOOD
154822,812,GOOD
154823,831,GOOD
154824,766,GOOD
154825,840,GOOD
154826,814,GOOD
154827,801,GOOD
154828,829,GOOD
154829,631,REVIEW
154830,676,REVIEW
154831,621,REVIEW
154832,763,GOOD
154833,692,REVIEW
154834,841,GOOD
154835,716,GOOD
154836,718,GOOD
154837,596,REVIEW
154838,759,GOOD
154839,741,GOOD
154840,569,REVIEW
154841,789,GOOD
154842,707,GOOD
154843,724,GOOD
154844,750,GOOD
154845,784,GOOD
154846,734,GOOD
154847,639,REVIEW
154848,839,GOOD
154849,617,REVIEW
154850,809,GOOD
154851,836,GOOD
154852,717,GOOD
154853,755,GOOD
154854,818,GOOD
154855,760,GOOD
154856,811,GOOD
154857,845,GOOD
154858,629,REVIEW
154859,726,GOOD
154860,766,GOOD
154861,818,GOOD
154862,668,REVIEW
154863,750,GOOD
154864,807,GOOD
154865,836,GOOD
154866,558,REVIEW
154867,830,GOOD
154868,649,REVIEW
154869,771,GOOD
154870,782,GOOD
154871,685,REVIEW
154872,690,REVIEW
154873,591,REVIEW
154874,637,REVIEW
154875,669,REVIEW
154876,565,REVIEW
154877,609,REVIEW
154878,698,REVIEW
154879,776,GOOD
154880,780,GOOD
154881,790,GOOD
154882,722,GOOD
154883,598,REVIEW
154884,775,GOOD
154885,625,REVIEW
154886,788,GOOD
154887,818,GOOD
154888,552,REVIEW
154889,785,GOOD
154890,819,GOOD
154891,695,REVIEW
154892,714,GOOD
154893,803,GOOD
154894,683,REVIEW
154895,754,GOOD
154896,815,GOOD
154897,806,GOOD
154898,761,GOOD
154899,813,GOOD
154900,840,GOOD
154901,640,REVIEW
154902,630,REVIEW
154903,631,REVIEW
154904,847,GOOD
154905,812,GOOD
154906,739,GOOD
154907,653,REVIEW
154908,719,GOOD
154909,784,GOOD
154910,786,GOOD
154911,728,GOOD
154912,822,GOOD
154913,714,GOOD
154914,655,REVIEW
154915,741,GOOD
154916,607,REVIEW
154917,588,REVIEW
154918,718,GOOD
154919,762,GOOD
154920,582,REVIEW
154921,831,GOOD
154922,743,GOOD
154923,737,GOOD
154924,799,GOOD
154925,848,GOOD
154926,785,GOOD
154927,802,GOOD
154928,687,REVIEW
154929,702,GOOD
154930,755,GOOD
154931,551,REVIEW
154932,711,GOOD
154933,825,GOOD
154934,704,GOOD
154935,766,GOOD
154936,779,GOOD
154937,642,REVIEW
154938,720,GOOD
154939,705,GOOD
154940,836,GOOD
154941,753,GOOD
154942,713,GOOD
154943,760,GOOD
154944,808,GOOD
154945,825,GOOD
154946,680,REVIEW
154947,770,GOOD
154948,840,GOOD
154949,750,GOOD
154950,795,GOOD
154951,832,GOOD
154952,650,REVIEW
154953,713,GOOD
154954,821,GOOD
154955,634,REVIEW
154956,730,GOOD
154957,800,GOOD
154958,810,GOOD
154959,718,GOOD
154960,700,GOOD
154961,686,REVIEW
154962,765,GOOD
154963,790,GOOD
154964,683,REVIEW
154965,736,GOOD
154966,694,REVIEW
154967,794,GOOD
154968,783,GOOD
154969,816,GOOD
154970,805,GOOD
154971,650,REVIEW
154972,681,REVIEW
154973,784,GOOD
154974,551,REVIEW
154975,721,GOOD
154976,843,GOOD
154977,709,GOOD
154978,744,GOOD
154979,791,GOOD
154980,719,GOOD
154981,702,GOOD
154982,745,GOOD
154983,715,GOOD
154984,846,GOOD
154985,607,REVIEW
154986,724,GOOD
154987,714,GOOD
154988,640,REVIEW
154989,611,REVIEW
154990,614,REVIEW
154991,621,REVIEW
154992,809,GOOD
154993,611,REVIEW
154994,808,GOOD
154995,820,GOOD
154996,703,GOOD
154997,844,GOOD
154998,730,GOOD
154999,830,GOOD
155000,760,GOOD
155001,760,GOOD
155002,620,REVIEW
155003,741,GOOD
155004,844,GOOD
155005,848,GOOD
155006,828,GOOD
155007,715,GOOD
155008,788,GOOD
155009,578,REVIEW
155010,729,GOOD
155011,729,GOOD
155012,723,GOOD
155013,784,GOOD
155014,777,GOOD
155015,773,GOOD
155016,765,GOOD
155017,712,GOOD
155018,842,GOOD
155019,713,GOOD
155020,599,REVIEW
155021,850,GOOD
155022,843,GOOD
155023,596,REVIEW
155024,813,GOOD
155025,685,REVIEW
155026,746,GOOD
155027,714,GOOD
155028,732,GOOD
155029,844,GOOD
155030,812,GOOD
155031,705,GOOD
155032,815,GOOD
155033,707,GOOD
155034,723,GOOD
155035,715,GOOD
155036,673,REVIEW
155037,594,REVIEW
155038,774,GOOD
155039,836,GOOD
155040,769,GOOD
155041,751,GOOD
155042,731,GOOD
155043,766,GOOD
155044,719,GOOD
155045,741,GOOD
155046,651,REVIEW
155047,709,GOOD
155048,799,GOOD
155049,843,GOOD
155050,696,REVIEW
155051,587,REVIEW
155052,850,GOOD
155053,789,GOOD
155054,798,GOOD
155055,691,REVIEW
155056,670,REVIEW
155057,828,GOOD
155058,746,GOOD
155059,728,GOOD
155060,713,GOOD
155061,583,REVIEW
155062,832,GOOD
155063,652,REVIEW
155064,840,GOOD
155065,787,GOOD
155066,601,REVIEW
155067,596,REVIEW
155068,705,GOOD
155069,820,GOOD
155070,709,GOOD
155071,732,GOOD
155072,680,REVIEW
155073,564,REVIEW
155074,577,REVIEW
155075,579,REVIEW
155076,840,GOOD
155077,728,GOOD
155078,640,REVIEW
155079,783,GOOD
155080,822,GOOD
155081,702,GOOD
155082,835,GOOD
155083,808,GOOD
155084,835,GOOD
155085,690,REVIEW
155086,621,REVIEW
155087,789,GOOD
155088,749,GOOD
155089,737,GOOD
155090,642,REVIEW
155091,729,GOOD
155092,787,GOOD
155093,717,GOOD
155094,554,REVIEW
155095,812,GOOD
155096,684,REVIEW
155097,570,REVIEW
155098,797,GOOD
155099,700,GOOD
155100,726,GOOD
155101,712,GOOD
155102,795,GOOD
155103,581,REVIEW
155104,563,REVIEW
155105,758,GOOD
155106,819,GOOD
155107,746,GOOD
155108,778,GOOD
155109,843,GOOD
155110,731,GOOD
155111,773,GOOD
155112,685,REVIEW
155113,682,REVIEW
155114,590,REVIEW
155115,733,GOOD
155116,733,GOOD
155117,618,REVIEW
155118,804,GOOD
155119,671,REVIEW
155120,843,GOOD
155121,699,REVIEW
155122,732,GOOD
155123,780,GOOD
155124,636,REVIEW
155125,818,GOOD
155126,576,REVIEW
155127,709,GOOD
155128,653,REVIEW
155129,746,GOOD
155130,665,REVIEW
155131,817,GOOD
155132,566,REVIEW
155133,561,REVIEW
155134,844,GOOD
155135,642,REVIEW
155136,593,REVIEW
155137,762,GOOD
155138,844,GOOD
155139,625,REVIEW
155140,627,REVIEW
155141,730,GOOD
155142,773,GOOD
155143,811,GOOD
155144,811,GOOD
155145,843,GOOD
155146,633,REVIEW
155147,685,REVIEW
155148,838,GOOD
155149,750,GOOD
155150,600,REVIEW
155151,748,GOOD
155152,734,GOOD
155153,769,GOOD
155154,814,GOOD
155155,810,GOOD
155156,838,GOOD
155157,832,GOOD
155158,722,GOOD
155159,845,GOOD
155160,829,GOOD
155161,786,GOOD
155162,802,GOOD
155163,731,GOOD
155164,563,REVIEW
155165,839,GOOD
155166,729,GOOD
155167,765,GOOD
155168,716,GOOD
155169,840,GOOD
155170,850,GOOD
155171,551,REVIEW
155172,799,GOOD
155173,651,REVIEW
155174,569,REVIEW
155175,709,GOOD
155176,774,GOOD
155177,755,GOOD
155178,679,REVIEW
155179,824,GOOD
155180,783,GOOD
155181,800,GOOD
155182,659,REVIEW
155183,826,GOOD
155184,772,GOOD
155185,772,GOOD
155186,780,GOOD
155187,829,GOOD
155188,752,GOOD
155189,686,REVIEW
155190,807,GOOD
155191,725,GOOD
155192,776,GOOD
155193,832,GOOD
155194,802,GOOD
155195,563,REVIEW
155196,824,GOOD
155197,812,GOOD
155198,780,GOOD
155199,717,GOOD
155200,800,GOOD
155201,701,GOOD
155202,814,GOOD
155203,754,GOOD
155204,697,REVIEW
155205,766,GOOD
155206,822,GOOD
155207,764,GOOD
155208,835,GOOD
155209,796,GOOD
155210,626,REVIEW
155211,754,GOOD
155212,686,REVIEW
155213,628,REVIEW
155214,682,REVIEW
155215,715,GOOD
155216,840,GOOD
155217,804,GOOD
155218,803,GOOD
155219,563,REVIEW
155220,847,GOOD
155221,604,REVIEW
155222,816,GOOD
155223,833,GOOD
155224,685,REVIEW
155225,846,GOOD
155226,550,REVIEW
155227,800,GOOD
155228,563,REVIEW
155229,738,GOOD
155230,779,GOOD
155231,695,REVIEW
155232,812,GOOD
155233,760,GOOD
155234,743,GOOD
155235,773,GOOD
155236,711,GOOD
155237,832,GOOD
155238,553,REVIEW
155239,809,GOOD
155240,794,GOOD
155241,771,GOOD
155242,756,GOOD
155243,633,REVIEW
155244,831,GOOD
155245,738,GOOD
155246,844,GOOD
155247,819,GOOD
155248,651,REVIEW
155249,744,GOOD
155250,848,GOOD
155251,607,REVIEW
155252,755,GOOD
155253,765,GOOD
155254,768,GOOD
155255,571,REVIEW
155256,834,GOOD
155257,753,GOOD
155258,607,REVIEW
155259,767,GOOD
155260,787,GOOD
155261,793,GOOD
155262,751,GOOD
155263,792,GOOD
155264,728,GOOD
155265,620,REVIEW
155266,785,GOOD
155267,553,REVIEW
155268,815,GOOD
155269,771,GOOD
155270,556,REVIEW
155271,845,GOOD
155272,626,REVIEW
155273,791,GOOD
155274,835,GOOD
155275,804,GOOD
155276,786,GOOD
155277,719,GOOD
155278,769,GOOD
155279,649,REVIEW
155280,848,GOOD
155281,582,REVIEW
155282,762,GOOD
155283,824,GOOD
155284,611,REVIEW
155285,797,GOOD
155286,637,REVIEW
155287,642,REVIEW
155288,692,REVIEW
155289,770,GOOD
155290,832,GOOD
155291,771,GOOD
155292,606,REVIEW
155293,820,GOOD
155294,795,GOOD
155295,787,GOOD
155296,587,REVIEW
155297,692,REVIEW
155298,779,GOOD
155299,828,GOOD
155300,776,GOOD
155301,598,REVIEW
155302,767,GOOD
155303,734,GOOD
155304,788,GOOD
155305,727,GOOD
155306,593,REVIEW
155307,712,GOOD
155308,815,GOOD
155309,659,REVIEW
155310,595,REVIEW
155311,841,GOOD
155312,706,GOOD
155313,680,REVIEW
155314,712,GOOD
155315,832,GOOD
155316,717,GOOD
155317,688,REVIEW
155318,761,GOOD
155319,789,GOOD
155320,809,GOOD
155321,847,GOOD
155322,608,REVIEW
155323,636,REVIEW
155324,833,GOOD
155325,673,REVIEW
155326,842,GOOD
155327,551,REVIEW
155328,839,GOOD
155329,829,GOOD
155330,755,GOOD
155331,820,GOOD
155332,682,REVIEW
155333,639,REVIEW
155334,741,GOOD
155335,682,REVIEW
155336,804,GOOD
155337,741,GOOD
155338,768,GOOD
155339,671,REVIEW
155340,720,GOOD
155341,745,GOOD
155342,843,GOOD
155343,797,GOOD
155344,822,GOOD
155345,786,GOOD
155346,692,REVIEW
155347,727,GOOD
155348,792,GOOD
155349,794,GOOD
155350,650,REVIEW
155351,754,GOOD
155352,815,GOOD
155353,606,REVIEW
155354,572,REVIEW
155355,692,REVIEW
155356,556,REVIEW
155357,802,GOOD
155358,594,REVIEW
155359,815,GOOD
155360,811,GOOD
155361,731,GOOD
155362,831,GOOD
155363,645,REVIEW
155364,700,GOOD
155365,766,GOOD
155366,842,GOOD
155367,562,REVIEW
155368,842,GOOD
155369,818,GOOD
155370,763,GOOD
155371,760,GOOD
155372,564,REVIEW
155373,588,REVIEW
155374,724,GOOD
155375,769,GOOD
155376,837,GOOD
155377,799,GOOD
155378,721,GOOD
155379,560,REVIEW
155380,829,GOOD
155381,845,GOOD
155382,557,REVIEW
155383,773,GOOD
155384,809,GOOD
155385,835,GOOD
155386,593,REVIEW
155387,643,REVIEW
155388,813,GOOD
155389,839,GOOD
155390,671,REVIEW
155391,804,GOOD
155392,674,REVIEW
155393,670,REVIEW
155394,690,REVIEW
155395,815,GOOD
155396,850,GOOD
155397,585,REVIEW
155398,557,REVIEW
155399,670,REVIEW
155400,703,GOOD
155401,804,GOOD
155402,746,GOOD
155403,614,REVIEW
155404,842,GOOD
155405,822,GOOD
155406,555,REVIEW
155407,791,GOOD
155408,742,GOOD
155409,713,GOOD
155410,752,GOOD
155411,694,REVIEW
155412,692,REVIEW
155413,747,GOOD
155414,846,GOOD
155415,599,REVIEW
155416,843,GOOD
155417,832,GOOD
155418,754,GOOD
155419,582,REVIEW
155420,743,GOOD
155421,702,GOOD
155422,586,REVIEW
155423,740,GOOD
155424,826,GOOD
155425,796,GOOD
155426,694,REVIEW
155427,807,GOOD
155428,796,GOOD
155429,592,REVIEW
155430,771,GOOD
155431,671,REVIEW
155432,687,REVIEW
155433,766,GOOD
155434,822,GOOD
155435,574,REVIEW
155436,673,REVIEW
155437,553,REVIEW
155438,841,GOOD
155439,799,GOOD
155440,554,REVIEW
155441,807,GOOD
155442,836,GOOD
155443,800,GOOD
155444,779,GOOD
155445,604,REVIEW
155446,630,REVIEW
155447,566,REVIEW
155448,585,REVIEW
155449,726,GOOD
155450,841,GOOD
155451,837,GOOD
155452,678,REVIEW
155453,847,GOOD
155454,849,GOOD
155455,823,GOOD
155456,779,GOOD
155457,779,GOOD
155458,699,REVIEW
155459,781,GOOD
155460,575,REVIEW
155461,697,REVIEW
155462,602,REVIEW
155463,683,REVIEW
155464,790,GOOD
155465,789,GOOD
155466,680,REVIEW
155467,562,REVIEW
155468,796,GOOD
155469,832,GOOD
155470,759,GOOD
155471,764,GOOD
155472,569,REVIEW
155473,723,GOOD
155474,640,REVIEW
155475,584,REVIEW
155476,584,REVIEW
155477,735,GOOD
155478,828,GOOD
155479,821,GOOD
155480,691,REVIEW
155481,628,REVIEW
155482,703,GOOD
155483,746,GOOD
155484,625,REVIEW
155485,584,REVIEW
155486,691,REVIEW
155487,578,REVIEW
155488,767,GOOD
155489,622,REVIEW
155490,693,REVIEW
155491,754,GOOD
155492,751,GOOD
155493,849,GOOD
155494,833,GOOD
155495,838,GOOD
155496,750,GOOD
155497,842,GOOD
